cards
82
87
89
84
80
80
80
84
86
80
88
84
84
83
82
82
86
88
88
90
88
90
84
83
82
74
83
86
88
86
81
84
77
84
86
82
88
90
84
88
84
88
81
82
84
84
86
88
76
86
78
87
90
79
82
82
74
79
85
72
82
86
86
86
91
86
81
88
86
90
82
86
86
82
88
86
84
82
86
86
84
90
85
84
79
76
81
84
85
81
77
80
80
93
75
86
76
84
77
87
77
88
88
82
86
80
82
89
88
84
80
84
87
88
83
86
82
74
84
82
86
86
80
77
86
80
88
86
85
84
87
86
83
90
86
83
84
82
88
80
74
77
82
78
83
78
86
84
85
82
88
74
88
81
80
77
83
86
86
86
82
89
83
81
81
82
81
82
80
83
83
81
82
81
86
87
86
88
80
82
86
88
84
77
87
84
86
80
88
86
87
78
88
85
84
89
80
87
81
81
76
82
85
88
87
86
79
86
86
75
78
86
84
86
86
90
85
80
84
82
77
87
81
82
88
84
80
90
80
79
88
84
82
82
80
88
87
86
82
84
75
86
81
86
86
88
82
84
87
84
87
78
81
85
83
88
86
84
86
89
88
79
84
84
82
80
79
84
83
80
82
80
83
88
84
79
73
90
84
78
78
83
85
84
82
90
84
89
83
88
86
85
85
69
80
84
84
85
77
84
74
78
82
88
79
83
89
85
82
88
83
76
85
85
88
86
86
88
79
78
82
82
82
81
80
89
78
82
79
80
86
85
82
85
84
86
82
86
80
82
76
81
84
88
77
74
82
86
85
88
77
87
86
90
84
86
78
86
89
81
86
79
84
80
80
85
78
82
83
79
86
74
84
84
79
88
84
83
86
84
84
85
87
89
83
80
84
77
86
84
85
91
82
77
90
84
89
82
86
82
80
83
86
88
79
82
75
84
86
78
82
88
80
76
84
88
84
84
78
82
83
80
84
86
73
83
90
90
83
82
87
78
82
86
80
86
83
87
88
92
82
74
78
78
86
80
84
78
78
84
82
80
86
81
84
78
90
90
84
82
84
90
78
86
88
82
78
84
79
86
80
79
86
86
76
84
86
82
80
88
88
86
84
84
83
87
78
84
88
86
87
88
80
77
86
84
77
84
86
70
82
82
78
79
84
83
80
86
83
84
78
77
84
75
86
87
83
79
87
86
80
84
82
84
84
81
90
86
86
83
78
80
88
84
90
81
81
89
88
80
77
86
81
87
84
86
80
84
88
77
86
85
78
81
86
84
83
86
80
83
82
81
82
72
85
87
76
76
72
82
81
88
86
84
86
82
85
82
83
84
81
88
80
86
80
84
84
79
82
90
83
80
82
85
90
84
80
83
85
86
71
76
82
85
82
82
86
78
86
86
86
82
78
78
90
85
84
87
89
88
82
81
78
82
83
81
86
82
84
79
86
84
80
80
86
86
86
86
85
83
86
85
77
90
88
80
84
88
80
82
84
82
86
88
84
81
87
90
84
82
86
84
82
78
80
86
82
80
85
88
86
82
87
82
76
81
80
86
88
83
91
76
91
81
84
82
76
87
82
83
78
76
83
83
84
84
84
72
88
84
75
83
82
81
84
82
84
82
80
91
80
82
77
77
75
81
86
88
88
82
78
80
83
72
86
82
85
76
81
80
76
80
86
85
84
85
79
83
78
79
86
92
85
84
80
84
84
79
76
80
87
90
88
82
76
83
89
80
78
87
80
90
78
83
84
84
82
82
82
86
84
86
72
81
84
83
88
92
83
82
80
86
80
86
75
88
82
83
81
86
86
83
90
78
82
86
84
80
82
86
86
78
86
85
67
84
84
82
85
79
80
84
77
80
87
83
79
82
78
80
91
80
77
81
84
86
83
89
78
84
82
84
68
84
84
80
83
78
89
78
90
82
87
82
84
80
84
85
76
81
87
90
82
86
75
84
80
85
87
84
86
86
84
80
82
82
78
80
87
81
88
84
82
84
81
83
82
90
84
84
85
76
86
84
84
75
89
82
78
77
87
84
86
81
84
81
86
84
84
88
84
86
86
83
88
82
87
87
80
86
85
84
85
80
79
82
80
82
84
80
87
82
90
85
80
83
88
86
88
86
83
84
78
84
70
88
86
80
86
78
82
82
80
82
81
86
84
82
82
82
84
80
79
85
84
86
82
87
88
79
81
90
75
83
81
84
79
89
82
80
84
83
75
78
87
83
77
87
80
84
84
80
87
82
74
86
87
84
86
78
88
79
88
85
84
82
88
78
84
90
87
86
82
92
80
85
84
79
79
77
86
82
78
82
82
76
85
84
81
82
76
86
82
80
74
91
86
76
74
87
84
81
84
70
84
92
84
82
87
84
88
84
84
86
83
79
86
88
84
78
82
78
82
85
81
85
84
76
89
88
82
84
86
88
79
85
89
85
85
85
88
80
90
84
84
81
80
88
90
82
84
87
82
81
80
86
80
81
90
88
78
80
86
84
82
83
78
86
78
88
88
75
86
87
80
82
80
77
86
86
84
85
84
86
83
75
84
84
80
86
87
84
85
84
76
84
86
88
82
84
78
82
73
86
81
80
85
80
84
84
88
86
84
85
85
86
79
86
88
86
78
88
74
86
83
88
78
82
76
80
88
86
85
84
85
78
81
86
84
86
83
80
80
88
80
84
81
90
78
70
82
88
86
80
87
80
84
88
78
82
84
82
90
86
75
87
84
86
76
78
79
86
90
86
84
84
80
80
84
79
82
84
84
83
84
84
88
80
82
82
80
78
86
87
82
84
86
77
84
86
88
77
82
77
84
79
85
89
84
83
84
92
84
89
84
88
89
83
90
80
73
82
78
86
88
81
83
83
84
81
89
80
84
80
78
85
85
87
83
88
88
81
78
81
82
85
90
74
79
88
84
80
89
80
84
84
78
86
85
86
84
78
91
84
84
87
82
79
85
82
88
87
80
86
82
82
79
84
89
88
83
79
83
78
84
83
82
78
80
88
69
82
80
85
76
84
84
83
81
86
86
82
81
76
82
87
81
80
84
86
86
80
82
81
86
77
87
81
92
87
84
86
84
88
80
86
85
78
86
82
81
88
85
81
86
84
81
86
88
82
79
82
84
85
82
84
80
78
79
78
87
86
76
79
84
81
83
86
86
84
84
83
87
76
90
84
86
83
80
80
81
86
90
84
85
79
82
79
80
80
80
82
84
82
90
82
87
85
87
81
85
84
86
84
85
80
78
83
76
84
87
88
86
80
86
89
84
79
82
84
85
80
84
89
80
83
89
80
84
79
88
82
82
72
85
83
86
76
81
81
83
81
86
79
78
86
82
84
82
80
82
87
88
84
82
82
78
84
76
83
87
85
88
85
85
80
76
75
83
85
84
82
90
84
84
82
86
79
78
84
90
88
81
82
92
82
83
85
78
